2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
8.798635827,11.94112658,895.4416585
13.22696095,14.30459778,992.0288626
18.78942855,17.61452439,1059.702159
18.82563678,16.90263885,1089.234425
11.17825235,13.49815253,949.2014037
9.43664385,12.97804054,889.0390066
8.76860104,12.7261724,861.4173768
9.551437887,13.1259094,889.460267
9.30508033,13.0668619,878.003919
13.45978184,14.44348459,994.6268343
9.22799607,12.09666734,915.118618
14.71165322,13.97926679,1056.678606
17.38528089,15.78365095,1081.776488
18.81055519,16.99691904,1084.59868
17.77350055,15.83097716,1094.718105
12.29974938,13.15367526,999.443975
10.29618327,12.63784002,945.5755361
9.55170192,12.42157563,920.2504155
9.320095951,12.35305267,909.1141961
7.900498278,11.71900074,850.8264663
6.376451643,11.00230047,789.24261
2.922578777,8.663129379,595.5942112
2.714244552,9.414995468,555.7396232
1.908986072,8.417536165,509.1983033
2.211115836,8.316405933,537.7320872
1.877176673,7.729992566,520.5770131
3.435238136,10.1109221,599.1234543
1.595388056,7.922827973,483.7293514
1.837813973,7.603638266,519.719027
9.285763481,13.64526244,856.0332535
9.821516692,13.7606751,880.1319525
8.968629496,13.33264942,850.3604519
8.150108587,12.85819615,823.4442996
8.340436256,12.83878119,834.1386901
8.978493578,13.09167209,859.363188
8.32264379,12.77015861,835.5229673
5.853243276,11.21507482,741.4303277
3.363386645,8.966900855,630.0920319
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
8.996593074,12.41772139,886.8791921
7.905714883,12.09334941,837.0024017
8.357583411,12.44363453,849.2450595
8.260430251,12.48070335,842.4813108
9.531964231,13.21871918,884.6583113
9.70382519,13.37915372,888.0379247
9.453592411,13.32017698,876.6721407
9.611969871,13.42154213,881.4849579
12.81280638,14.51461734,969.0064561
12.59415487,13.27309703,1005.838372
15.74797481,14.59915661,1069.551413
18.18316883,16.66741178,1074.550932
16.75329471,15.11278353,1086.27687
13.12398279,13.55550745,1014.76108
10.58936262,12.95046356,946.0658855
10.1287531,12.91717755,931.4428532
11.00815176,13.26586056,950.6139728
11.92439806,13.62981254,970.2102209
10.99462711,13.46202731,944.1772547
9.183151715,12.81781151,881.1541027
7.113862972,11.88483765,800.7476343
6.950605077,11.75924348,796.0785528
5.06029255,10.60793287,706.573831
7.009985931,11.61847047,804.0233435
6.911739421,11.54233148,801.1848504
5.544077497,10.72199592,737.256936
5.812668656,10.81030669,753.8188326
5.404674089,10.49742694,735.2980701
5.944209113,10.76910749,765.4902679
1.791022231,7.602793446,515.4068101
1.492199649,8.251432978,463.1283634
6.10483169,12.87587969,705.7790449
3.590996479,10.3004748,607.0861656
3.802459559,9.623556475,649.1903051
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
2.629532226,7.104981626,630.1519465
13.93847738,14.36991915,1014.033387
12.76751775,14.37469301,973.038947
11.2592147,14.12388787,930.7039524
11.71190884,14.32159108,938.7153271
9.737439482,12.38630974,933.5845195
13.09514821,13.72006909,1007.782329
13.61946992,14.18296036,1009.668682
12.20055305,14.02163926,966.9455818
10.11596724,13.4681745,907.2181793
8.107107795,12.61367225,829.358184
4.270428836,10.34524551,660.7349869
0.468036892,6.040497949,371.6382429
3.506997044,10.32045214,599.4685364
2.396309575,8.231555852,556.9988983
